946720,99999,54.4,44.6,1020,29.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,65.7,50.9,1018.4,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,60.5,50.3,1023.1,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,53.2,39.3,1019.8,35.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,68,36.8,1015.4,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,67.3,50.6,1015.9,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,58.9,43.1,1030.1,26,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,68,54.9,1012.7,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,67.1,40.1,1019.8,20,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,71.8,37.5,1018.9,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,53.5,45.7,1006.8,47,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,1,,1
946720,99999,60.2,49.6,1012,35,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,86.3,59.7,1009.5,17.1,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,55.2,47.3,1020.4,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,66,52,1016.6,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,54.5,43.8,1021.2,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,79.6,50.6,1016.6,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,56.8,49,1007.5,32.1,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,58.3,43.6,1021.7,35.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,74.2,56.8,1010.5,25.1,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,57.4,43,1028.3,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,60.4,49.1,1022.1,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,53.5,42,1021.8,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,79.7,49.5,1009.4,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,60.1,47.9,1018.4,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,64.6,50.6,1020.7,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,55,35.9,1025.2,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,82.5,58.4,1005.6,27,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,63.3,53.4,1015.9,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,58.2,51.4,1021.5,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,47.9,40.3,1030.3,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,66.1,53.3,1017.4,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,57.9,39.4,1030.5,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,80.7,49.4,1012.1,25.1,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,51.6,45.8,1016.5,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,66.5,51.1,1019.7,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,48.6,41.3,1032,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,59.6,54.7,1026.8,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,52.5,47.1,1014.2,32.1,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,56.1,43.6,1024.9,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,68.6,53.2,1013.2,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,61.4,45.5,1017.1,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,63,47.9,1020.1,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,49.1,40.2,1025.3,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,61.5,50.9,1002.4,31.1,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,51,40.6,1027.4,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,82.5,44,1014.7,28.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,73.3,57.5,1010.6,28,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,58.1,40.2,1022.9,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,56.4,43.6,1022.1,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,56.2,50.9,1020.2,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,53.7,40.2,1015.8,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,63,42.9,1015.9,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,65.9,58,1009.1,28,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,65.8,56.7,1015.4,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,52.2,44.4,1026.6,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,53.3,42.9,1024.8,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,60.9,36.2,1013.5,32.1,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,52.7,36.2,1021.4,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,67.3,40.3,1007.4,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,68.3,47.3,1006.4,42,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,53.9,43.7,1013.7,42.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,77.5,39.7,1020.7,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,47.9,37.8,1033.7,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,55.5,48.8,1008.1,33,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,56.1,42.5,1015.8,31.1,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,61.7,45.8,1018.4,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,71.2,53.5,1014.7,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,51.9,46.4,1024.5,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,53.7,44.7,1026.2,18.1,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,55.1,41.2,1024.8,28,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,67.5,64.6,1019.9,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,67.1,46.4,1016.1,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,77,40.9,1012.4,32.1,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,84.5,56.1,1010.2,28.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,62.4,46,1016.2,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,61.9,46,1007.2,34,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,47.3,37.8,1028.4,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,71.3,58.6,1010.6,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,68.4,47.7,1009.7,32.1,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,51.4,45.2,1020.4,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,65.8,53.1,1019.1,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,51.3,40.2,1030.6,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,53,44.4,1027.8,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,79,61.4,1002.7,28.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,72,51.3,1015.8,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,54.6,45,1012.9,36.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,65.5,34.5,1012.2,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,81.8,68.7,1007.8,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,71,67.6,1009,26,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,65.4,49.5,1019.3,28,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,65.4,42.3,1010,31.1,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,59.7,51.4,1010.4,35,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,59.8,50.5,1023.5,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,54.3,46.2,1018.6,28,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,61.8,51.2,1015.4,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,64.9,46.5,1021.5,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,65.3,48.1,1025.4,26,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,66.7,49.9,1015,40,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,52.6,45.1,1011.1,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,70.1,55.1,1012.3,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,70.9,47.8,1018.4,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,65.9,50.4,1019.3,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,59.6,47.6,1026,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,68.6,54.3,1017.9,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,70.5,51.2,1012.6,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,62,46.8,1023.3,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,55.1,48.1,1010.6,32.1,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,56.7,37.1,1018.7,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,78,47.1,1016.8,28,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,52.3,42.9,1030.5,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,52.5,44,1021.9,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,74.7,56.3,1013,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,67.5,52.8,1015.5,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,67.5,50.2,1010.5,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,65.2,60,1013.8,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,67.6,57.9,1017.5,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,64.7,48,1012.1,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,51.6,37.9,1013.5,31.1,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,63.5,56.1,1010.6,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,59.5,53.5,1021.7,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,66.7,53.8,1013.3,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,61,50.9,1017.1,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,52.7,41.9,1015.9,45.1,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,70.1,54.8,1015.1,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,59.3,50.3,1024.9,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,56.1,47.7,1022.1,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,51.6,44.8,1033.2,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,75,54.4,1013.2,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,53.2,40.5,1027.8,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,62.1,49.7,1015.7,33,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,48.9,39.8,1024.5,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,53.6,44.5,1026.6,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,60.2,34,1021.9,25.1,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,57.9,43.6,1023.8,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,48.5,40.5,1026.7,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,65.2,55.5,1022.1,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,55.5,48.6,1026.2,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,58.4,44.2,1022.6,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,62.8,38.7,1015.9,26,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,55.9,43.1,1023.4,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,67.2,55.5,1015.5,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,56.3,49.1,1024.5,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,55.2,42.2,1025,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,50.8,40.3,1018.6,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,57.2,47.4,1025.2,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,58,51.3,1027.7,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,64.5,51.1,1019.1,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,82.5,52.5,1016,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,72.1,59.7,1011.3,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,86.1,67.5,1007.5,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,0,0,,2
946720,99999,58.2,53.3,1004.3,35,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
946720,99999,53.1,48,1024.6,999.9,-34.945,138.531,6.1,AS,ADELAIDE INTL,1,0,,0
